pedido_id,cliente_id,data_pedido,hora_pedido,status,forma_pagamento,frete,desconto_pct,data_entrega,canal_venda,subtotal_produtos,desconto_valor,valor_total
503,78,2025-12-12,15:17:25,concluído,cartão crédito,26.7,0,2025-12-13,site,100.02,0.0,126.72
504,367,2024-11-14,11:54:37,concluído,cartão crédito,0.41,0,2024-11-17,site,1525.48,0.0,1525.89
505,216,2026-03-24,14:58:03,concluído,cartão crédito,39.89,20,2026-03-30,loja física,453.12,90.62,402.39
506,17,2025-12-24,23:32:05,enviado,cartão crédito,42.09,20,,site,1557.49,311.5,1288.08
507,37,2026-05-30,16:53:23,concluído,cartão débito,9.06,15,2026-06-06,marketplace,49.05,7.36,50.75
508,425,2026-02-23,09:05:48,processando,cartão crédito,48.63,10,,loja física,3428.15,342.82,3133.96
509,227,2024-11-25,17:26:21,enviado,cartão crédito,49.63,0,,site,688.24,0.0,737.87
510,243,2025-11-29,22:20:18,concluído,cartão crédito,47.96,15,2025-12-03,app,1097.1799999999998,164.58,980.56
511,22,2025-12-27,08:43:00,enviado,pix,27.42,0,,loja física,1751.54,0.0,1778.96
512,102,2024-07-14,17:42:17,enviado,cartão crédito,2.6,5,,site,653.15,32.66,623.09
513,167,2026-05-21,22:42:27,concluído,cartão crédito,39.64,5,2026-05-28,loja física,1623.79,81.19,1582.24
514,5,2026-04-07,02:37:04,enviado,boleto,29.0,5,,app,5878.14,293.91,5613.23
515,128,2026-01-27,16:12:31,concluído,cartão crédito,4.56,5,2026-01-29,site,1012.98,50.65,966.89
516,79,2024-10-20,22:58:37,concluído,pix,39.49,0,2024-10-31,app,43.77,0.0,83.26
517,404,2026-03-31,09:18:44,concluído,cartão débito,17.33,15,2026-04-09,app,124.3,18.64,122.99
518,184,2025-06-17,13:32:36,concluído,pix,12.51,0,2025-06-24,loja física,1069.28,0.0,1081.79
519,357,2025-12-20,21:25:56,concluído,cartão débito,28.28,5,2025-12-29,marketplace,1704.78,85.24,1647.82
520,141,2025-04-04,05:37:33,enviado,pix,29.87,15,,app,536.12,80.42,485.57
521,231,2025-01-22,05:27:33,concluído,cartão crédito,13.14,0,2025-01-25,site,1390.24,0.0,1403.38
522,260,2026-02-26,22:43:33,enviado,cartão crédito,9.26,0,,marketplace,605.81,0.0,615.07
523,123,2025-10-28,23:06:52,enviado,cartão crédito,3.16,20,,loja física,952.04,190.41,764.79
524,255,2026-05-13,13:43:34,concluído,pix,7.69,0,2026-05-24,loja física,16960.6,0.0,16968.29
525,57,2026-03-24,23:19:28,enviado,cartão crédito,32.88,0,,app,2168.11,0.0,2200.99
526,104,2024-10-05,13:22:29,concluído,cartão crédito,9.56,0,2024-10-06,loja física,767.77,0.0,777.33
527,270,2024-06-20,15:48:50,enviado,cartão débito,29.46,0,,app,4886.22,0.0,4915.68
528,37,2025-08-03,12:11:39,enviado,cartão crédito,45.96,5,,site,18325.5,916.28,17455.18
529,32,2025-04-04,14:31:52,concluído,cartão crédito,37.1,15,2025-04-15,marketplace,25575.21,3836.28,21776.03
530,30,2025-02-20,23:34:44,enviado,pix,13.26,0,,site,4719.219999999999,0.0,4732.48
531,40,2025-04-28,00:36:11,processando,boleto,47.93,0,,app,750.2,0.0,798.13
532,99,2025-11-12,10:44:43,concluído,cartão débito,12.41,5,2025-11-16,app,981.23,49.06,944.58
533,213,2025-06-06,15:00:59,concluído,pix,38.24,5,2025-06-15,loja física,1334.72,66.74,1306.22
534,219,2025-03-01,10:42:50,enviado,pix,8.32,0,,loja física,473.36,0.0,481.68
535,81,2026-01-13,10:36:51,concluído,cartão débito,29.94,15,2026-01-24,marketplace,30643.510000000002,4596.53,26076.92
536,433,2025-04-03,21:19:40,concluído,cartão crédito,38.13,0,2025-04-09,marketplace,20879.25,0.0,20917.38
537,289,2025-04-03,15:44:33,enviado,cartão débito,18.72,5,,marketplace,5967.9,298.4,5688.22
538,230,2024-07-29,16:40:47,concluído,boleto,0.01,0,2024-08-06,marketplace,992.05,0.0,992.06
539,70,2025-07-18,21:31:53,concluído,boleto,15.06,0,2025-07-27,app,1021.3,0.0,1036.36
540,12,2025-12-20,09:29:08,concluído,pix,47.07,10,2025-12-26,app,532.15,53.22,526.0
541,183,2025-01-09,18:02:37,concluído,cartão crédito,13.22,15,2025-01-17,app,4573.79,686.07,3900.94
542,154,2025-01-09,05:26:45,concluído,cartão crédito,19.95,15,2025-01-22,site,9417.15,1412.57,8024.53
543,406,2025-11-26,19:11:36,enviado,cartão débito,24.36,15,,site,2288.76,343.31,1969.81
544,20,2026-05-21,20:57:15,concluído,pix,28.76,0,2026-05-26,site,1527.52,0.0,1556.28
545,172,2024-11-02,10:34:47,cancelado,cartão crédito,40.78,0,,site,291.98,0.0,332.76
546,117,2025-11-30,11:24:39,processando,pix,42.39,15,,loja física,16173.65,2426.05,13789.99
547,22,2026-03-30,23:29:46,concluído,cartão crédito,28.19,0,2026-04-08,app,322.12,0.0,350.31
548,375,2025-08-03,13:26:43,concluído,boleto,48.45,10,2025-08-14,site,283.95,28.4,304.0
549,403,2025-04-05,18:14:55,concluído,cartão crédito,6.6,0,2025-04-10,site,4996.42,0.0,5003.02
550,44,2024-08-18,11:57:58,concluído,cartão crédito,21.68,5,2024-08-23,app,9175.29,458.76,8738.21
551,250,2024-09-13,13:57:49,concluído,cartão crédito,28.51,5,2024-09-17,app,10473.27,523.66,9978.12
552,398,2025-02-10,02:45:26,concluído,cartão crédito,34.17,5,2025-02-15,site,318.48,15.92,336.73
553,217,2026-01-09,05:03:41,enviado,cartão crédito,9.51,0,,site,4401.62,0.0,4411.13
554,87,2026-02-08,12:16:44,enviado,boleto,30.75,20,,loja física,429.52,85.9,374.37
555,226,2025-08-28,16:56:02,enviado,cartão crédito,40.83,0,,marketplace,198.45,0.0,239.28
556,437,2026-04-07,10:30:47,concluído,cartão crédito,36.91,0,2026-04-19,app,4378.85,0.0,4415.76
557,420,2026-02-19,05:25:26,processando,cartão crédito,17.13,10,,marketplace,901.95,90.2,828.88
558,170,2024-07-15,22:43:46,concluído,cartão crédito,26.85,0,2024-07-16,marketplace,6192.15,0.0,6219.0
559,374,2026-03-25,23:23:57,concluído,boleto,34.68,5,2026-04-04,loja física,8587.46,429.37,8192.77
560,270,2026-05-30,19:32:48,concluído,cartão crédito,8.5,0,2026-06-10,marketplace,7124.41,0.0,7132.91
561,484,2025-12-07,01:28:06,concluído,cartão crédito,19.39,0,2025-12-18,marketplace,4886.22,0.0,4905.61
562,10,2025-01-26,02:08:54,processando,cartão crédito,44.08,0,,loja física,1197.53,0.0,1241.61
563,51,2025-05-25,06:49:19,concluído,boleto,24.18,5,2025-06-06,site,1909.56,95.48,1838.26
564,495,2025-10-25,09:03:36,concluído,cartão débito,46.22,0,2025-11-03,app,1371.36,0.0,1417.58
565,157,2024-10-09,01:17:02,cancelado,cartão crédito,19.63,0,,marketplace,416.01,0.0,435.64
566,182,2025-08-26,04:47:31,enviado,cartão débito,11.79,20,,marketplace,2652.06,530.41,2133.44
567,321,2024-09-18,18:07:12,processando,cartão crédito,19.32,20,,site,362.12,72.42,309.02
568,486,2025-05-13,03:06:28,cancelado,cartão crédito,7.57,15,,app,1677.39,251.61,1433.35
569,267,2025-11-26,11:20:57,concluído,boleto,30.56,5,2025-12-03,app,419.83000000000004,20.99,429.4
570,79,2025-06-13,15:09:48,concluído,cartão crédito,15.59,5,2025-06-23,loja física,483.29999999999995,24.16,474.73
571,335,2025-01-15,23:57:06,concluído,cartão crédito,27.01,10,2025-01-19,app,1179.0,117.9,1088.11
572,461,2026-05-01,19:09:19,concluído,cartão débito,6.75,20,2026-05-13,app,1942.68,388.54,1560.89
573,290,2024-09-24,09:29:32,enviado,boleto,15.84,5,,site,57.24,2.86,70.22
574,451,2024-11-13,20:07:34,concluído,cartão crédito,1.47,0,2024-11-27,loja física,1653.95,0.0,1655.42
575,156,2024-11-20,08:09:23,cancelado,cartão crédito,46.6,15,,marketplace,66.15,9.92,102.83
576,55,2026-02-18,16:07:34,concluído,cartão crédito,1.31,20,2026-02-22,marketplace,1521.3999999999999,304.28,1218.43
577,314,2026-01-06,04:39:33,enviado,cartão crédito,11.59,5,,marketplace,7679.57,383.98,7307.18
578,245,2024-11-02,21:04:22,concluído,cartão crédito,42.22,0,2024-11-15,marketplace,1028.52,0.0,1070.74
579,252,2025-12-27,01:08:08,concluído,cartão débito,8.17,0,2026-01-03,loja física,1525.48,0.0,1533.65
580,8,2025-10-22,17:45:15,enviado,boleto,47.41,0,,app,2892.38,0.0,2939.79
581,34,2024-06-11,00:02:25,enviado,cartão crédito,47.64,0,,loja física,695.37,0.0,743.01
582,444,2025-03-12,06:10:33,enviado,cartão débito,12.31,0,,site,743.59,0.0,755.9
583,423,2025-12-19,18:37:36,enviado,cartão crédito,15.61,5,,site,231.03,11.55,235.09
584,234,2026-03-30,21:25:42,concluído,pix,2.12,20,2026-04-07,loja física,293.68,58.74,237.06
585,21,2025-08-25,01:17:24,cancelado,cartão débito,25.75,5,,site,2320.48,116.02,2230.21
586,204,2024-08-22,02:14:36,concluído,pix,38.61,0,2024-08-30,app,3218.64,0.0,3257.25
587,471,2025-11-12,18:33:30,concluído,cartão crédito,25.8,0,2025-11-22,loja física,5225.52,0.0,5251.32
588,58,2026-02-04,00:33:55,concluído,cartão crédito,29.21,15,2026-02-13,app,685.68,102.85,612.04
589,231,2026-04-01,16:06:26,concluído,cartão crédito,22.64,15,2026-04-07,app,994.63,149.19,868.08
590,47,2024-09-26,13:21:47,processando,cartão crédito,34.52,15,,app,73.8,11.07,97.25
591,64,2025-03-23,09:18:24,enviado,cartão crédito,35.24,5,,site,3033.37,151.67,2916.94
592,373,2025-05-01,15:43:31,concluído,pix,25.53,15,2025-05-08,loja física,587.7,88.16,525.07
593,394,2025-11-13,15:34:32,concluído,cartão crédito,16.73,15,2025-11-14,app,589.08,88.36,517.45
594,92,2026-03-19,15:28:45,concluído,pix,2.56,0,2026-03-22,loja física,2251.8,0.0,2254.36
595,61,2024-10-12,13:42:01,concluído,pix,47.93,0,2024-10-15,marketplace,10017.31,0.0,10065.24
596,438,2026-05-24,03:24:57,concluído,cartão débito,40.29,5,2026-06-01,loja física,587.4,29.37,598.32
597,338,2024-07-17,15:53:36,concluído,cartão débito,20.47,0,2024-07-27,site,1108.44,0.0,1128.91
598,143,2024-08-17,12:15:27,concluído,cartão débito,27.82,10,2024-08-26,site,1093.54,109.35,1012.01
599,335,2025-03-07,02:21:41,concluído,cartão crédito,7.25,0,2025-03-08,marketplace,1342.48,0.0,1349.73
600,26,2025-06-06,23:28:56,concluído,cartão crédito,49.59,0,2025-06-08,marketplace,7085.22,0.0,7134.81
601,355,2024-10-21,10:23:51,enviado,pix,28.56,5,,loja física,1264.91,63.25,1230.22
602,185,2024-07-14,15:56:57,enviado,boleto,4.65,0,,marketplace,240.77,0.0,245.42
603,420,2024-09-03,01:18:06,processando,cartão crédito,21.32,5,,marketplace,9984.27,499.21,9506.38
604,356,2025-07-09,06:12:22,concluído,pix,16.43,0,2025-07-11,app,567.9300000000001,0.0,584.36
605,314,2025-10-21,20:29:58,enviado,cartão crédito,28.51,20,,site,443.81,88.76,383.56
606,310,2025-02-21,19:37:51,concluído,boleto,49.22,0,2025-03-05,marketplace,360.78,0.0,410.0
607,320,2025-09-07,19:26:02,concluído,cartão crédito,6.47,5,2025-09-17,loja física,797.58,39.88,764.17
608,453,2025-05-06,20:48:56,concluído,cartão débito,35.36,20,2025-05-09,site,2816.24,563.25,2288.35
609,321,2024-09-27,07:18:44,concluído,pix,36.8,0,2024-10-05,loja física,391.89,0.0,428.69
610,180,2025-10-03,21:24:48,concluído,cartão débito,31.81,0,2025-10-09,app,200.43,0.0,232.24
611,131,2025-12-17,03:06:50,enviado,pix,15.36,5,,marketplace,4728.55,236.43,4507.48
612,59,2025-04-13,16:47:31,enviado,pix,17.03,10,,site,903.3,90.33,830.0
613,100,2024-12-11,04:56:52,processando,cartão crédito,16.86,5,,loja física,1582.8600000000001,79.14,1520.58
614,331,2024-06-30,07:28:13,enviado,cartão crédito,7.75,0,,marketplace,1197.07,0.0,1204.82
615,212,2024-09-04,04:26:16,concluído,boleto,2.8,5,2024-09-18,marketplace,2230.34,111.52,2121.62
616,107,2024-12-07,23:40:06,concluído,cartão débito,16.55,15,2024-12-08,marketplace,16173.65,2426.05,13764.15
617,144,2025-04-07,23:47:34,concluído,pix,16.92,0,2025-04-10,app,2423.24,0.0,2440.16
618,96,2025-06-18,10:26:41,concluído,cartão débito,43.14,10,2025-06-25,marketplace,5575.85,557.58,5061.41
619,140,2025-01-25,00:20:28,enviado,cartão crédito,24.8,0,,loja física,8817.21,0.0,8842.01
620,155,2025-11-20,06:45:04,processando,cartão crédito,15.09,0,,site,113.28,0.0,128.37
621,468,2025-09-09,22:56:29,enviado,cartão crédito,25.25,10,,app,19823.13,1982.31,17866.07
622,248,2024-10-15,21:11:19,concluído,pix,26.13,10,2024-10-30,app,2011.0900000000001,201.11,1836.11
623,51,2025-10-23,22:48:55,enviado,pix,46.81,5,,app,308.04,15.4,339.45
624,236,2026-01-03,17:20:14,concluído,cartão crédito,43.15,0,2026-01-04,marketplace,767.13,0.0,810.28
625,352,2025-03-22,11:13:57,cancelado,pix,43.51,0,,site,3066.69,0.0,3110.2
626,338,2026-01-27,12:41:12,concluído,pix,1.12,10,2026-02-09,app,409.66,40.97,369.81
627,147,2025-11-23,05:47:19,concluído,cartão crédito,15.93,0,2025-11-27,site,1018.44,0.0,1034.37
628,141,2026-02-11,15:44:04,concluído,cartão crédito,47.82,5,2026-02-14,site,3218.64,160.93,3105.53
629,282,2025-11-06,21:13:16,concluído,cartão crédito,7.06,10,2025-11-12,marketplace,7663.360000000001,766.34,6904.08
630,37,2025-10-28,09:28:45,concluído,cartão crédito,44.52,5,2025-10-31,site,714.6,35.73,723.39
631,463,2024-08-12,12:16:15,concluído,pix,5.29,0,2024-08-20,loja física,10770.839999999998,0.0,10776.13
632,306,2026-01-28,23:45:04,concluído,pix,31.41,5,2026-02-09,loja física,916.96,45.85,902.52
633,160,2025-05-30,01:18:13,enviado,cartão crédito,9.89,10,,site,2025.96,202.6,1833.25
634,387,2026-04-06,16:37:26,cancelado,pix,28.33,0,,loja física,1521.8400000000001,0.0,1550.17
635,351,2026-03-01,10:03:40,concluído,cartão débito,38.25,0,2026-03-06,app,1165.74,0.0,1203.99
636,316,2025-10-22,00:28:21,concluído,cartão crédito,18.14,0,2025-11-06,marketplace,6500.27,0.0,6518.41
637,452,2025-03-27,16:40:31,enviado,cartão crédito,24.33,0,,site,2627.31,0.0,2651.64
638,434,2025-01-03,16:11:48,concluído,cartão crédito,38.32,5,2025-01-11,app,1122.27,56.11,1104.48
639,419,2025-10-08,01:20:56,concluído,pix,5.34,5,2025-10-15,site,4960.85,248.04,4718.15
640,273,2025-10-24,06:14:39,enviado,cartão débito,29.47,0,,app,19829.4,0.0,19858.87
641,197,2025-05-15,15:24:15,concluído,cartão crédito,10.39,5,2025-05-23,loja física,354.99,17.75,347.63
642,223,2025-03-16,05:11:46,enviado,cartão débito,17.08,5,,app,3361.03,168.05,3210.06
643,40,2024-06-12,22:04:58,enviado,pix,35.52,10,,site,3292.17,329.22,2998.47
644,167,2024-09-05,02:46:02,concluído,cartão débito,41.02,0,2024-09-13,loja física,1704.78,0.0,1745.8
645,351,2024-09-02,11:53:41,concluído,pix,38.49,0,2024-09-04,loja física,11404.08,0.0,11442.57
646,32,2024-08-07,02:15:47,enviado,cartão crédito,40.77,15,,site,1883.43,282.51,1641.69
647,339,2024-09-06,17:00:14,enviado,cartão crédito,26.51,0,,loja física,391.8,0.0,418.31
648,450,2025-06-18,21:29:26,concluído,cartão crédito,28.46,15,2025-06-29,marketplace,322.12,48.32,302.26
649,480,2025-10-15,02:32:04,processando,cartão crédito,49.03,0,,site,1169.78,0.0,1218.81
650,262,2025-11-05,08:59:18,concluído,cartão crédito,6.37,0,2025-11-15,marketplace,76.32,0.0,82.69
651,496,2026-05-10,13:03:49,processando,cartão crédito,35.1,10,,marketplace,564.12,56.41,542.81
652,444,2025-07-04,20:11:55,concluído,cartão crédito,21.54,5,2025-07-09,marketplace,2277.87,113.89,2185.52
653,208,2024-11-25,14:53:28,enviado,cartão crédito,27.2,5,,loja física,7972.16,398.61,7600.75
654,197,2024-06-21,19:02:52,concluído,pix,17.98,0,2024-06-30,marketplace,1732.6299999999999,0.0,1750.61
655,344,2025-09-02,17:29:02,cancelado,cartão crédito,0.58,5,,app,31491.48,1574.57,29917.49
656,250,2025-08-22,22:57:17,enviado,pix,48.65,0,,app,2777.65,0.0,2826.3
657,213,2025-08-22,16:24:19,enviado,pix,44.59,5,,loja física,734.25,36.71,742.13
658,233,2025-06-11,08:17:43,enviado,cartão débito,27.55,0,,marketplace,2218.37,0.0,2245.92
659,310,2025-01-02,12:23:53,concluído,cartão crédito,24.86,10,2025-01-09,marketplace,1545.13,154.51,1415.48
660,296,2025-11-24,17:47:06,concluído,cartão crédito,48.81,5,2025-12-03,marketplace,526.02,26.3,548.53
661,493,2026-01-03,20:18:08,concluído,pix,7.09,10,2026-01-11,marketplace,6592.740000000001,659.27,5940.56
662,268,2024-08-16,08:23:53,concluído,pix,4.41,0,2024-08-18,site,1383.44,0.0,1387.85
663,277,2026-02-10,21:26:17,enviado,pix,15.59,0,,marketplace,9628.24,0.0,9643.83
664,241,2025-09-07,09:51:49,concluído,cartão débito,45.21,5,2025-09-08,marketplace,420.14,21.01,444.34
665,151,2024-10-22,13:40:59,concluído,cartão crédito,1.76,15,2024-11-04,marketplace,1073.1599999999999,160.97,913.95
666,289,2025-03-29,03:19:44,enviado,cartão crédito,31.4,5,,site,2436.84,121.84,2346.4
667,150,2025-06-14,23:46:52,enviado,pix,31.15,0,,site,3719.73,0.0,3750.88
668,436,2025-10-17,13:57:01,concluído,pix,12.58,5,2025-10-19,marketplace,5735.79,286.79,5461.58
669,8,2025-12-01,17:45:53,processando,pix,30.13,15,,app,293.68,44.05,279.76
670,190,2025-05-06,17:44:26,enviado,pix,13.04,10,,loja física,150.13,15.01,148.16
671,442,2025-01-21,15:41:38,concluído,cartão crédito,49.11,20,2025-01-30,app,1840.27,368.05,1521.33
672,386,2025-08-21,17:53:48,processando,boleto,38.44,0,,loja física,4980.65,0.0,5019.09
673,86,2024-09-09,04:22:28,enviado,cartão crédito,36.64,0,,marketplace,3414.35,0.0,3450.99
674,60,2024-08-20,03:31:02,enviado,cartão crédito,23.15,0,,loja física,848.25,0.0,871.4
675,386,2025-02-11,12:30:20,enviado,boleto,11.66,5,,loja física,1691.75,84.59,1618.82
676,272,2024-07-23,05:29:31,concluído,pix,0.59,15,2024-07-26,loja física,691.88,103.78,588.69
677,493,2025-12-10,07:24:02,concluído,cartão débito,47.7,0,2025-12-16,marketplace,2944.66,0.0,2992.36
678,222,2026-05-10,20:33:32,cancelado,cartão débito,32.54,0,,marketplace,1776.0900000000001,0.0,1808.63
679,131,2026-04-04,14:33:59,concluído,pix,19.52,10,2026-04-06,app,927.66,92.77,854.41
680,302,2026-02-11,13:51:47,enviado,pix,25.95,5,,app,8632.8,431.64,8227.11
681,345,2025-07-26,09:43:50,concluído,cartão crédito,3.39,0,2025-07-27,site,8312.81,0.0,8316.2
682,180,2024-10-25,12:23:40,enviado,cartão crédito,14.14,0,,site,369.0,0.0,383.14
683,30,2025-04-14,17:42:23,enviado,boleto,32.76,10,,site,555.37,55.54,532.59
684,62,2026-02-25,06:45:16,enviado,cartão crédito,30.17,0,,app,1314.36,0.0,1344.53
685,357,2025-11-30,04:34:26,processando,cartão crédito,14.7,5,,site,1906.85,95.34,1826.21
686,473,2024-06-19,05:53:50,enviado,boleto,38.39,5,,marketplace,513.21,25.66,525.94
687,38,2025-04-05,18:41:51,concluído,cartão crédito,3.11,0,2025-04-18,site,2386.95,0.0,2390.06
688,136,2025-08-09,19:30:38,concluído,cartão crédito,3.46,20,2025-08-23,app,15990.6,3198.12,12795.94
689,92,2026-02-28,20:24:35,enviado,cartão débito,5.41,5,,loja física,295.2,14.76,285.85
690,55,2025-07-25,13:19:54,concluído,boleto,35.7,0,2025-08-05,site,1000.46,0.0,1036.16
691,129,2026-02-02,10:49:20,concluído,pix,0.94,0,2026-02-14,site,1076.9,0.0,1077.84
692,341,2026-02-24,18:14:01,cancelado,cartão crédito,7.57,0,,loja física,66.15,0.0,73.72
693,363,2025-07-20,15:20:53,concluído,boleto,24.48,0,2025-07-29,site,750.65,0.0,775.13
694,197,2025-06-18,09:16:38,concluído,boleto,40.82,0,2025-06-19,marketplace,1626.63,0.0,1667.45
695,206,2024-07-23,13:34:14,concluído,cartão crédito,49.75,5,2024-07-28,marketplace,3164.21,158.21,3055.75
696,42,2025-07-11,22:48:57,concluído,pix,37.95,0,2025-07-17,app,327.75,0.0,365.7
697,496,2026-03-16,03:17:31,concluído,cartão crédito,9.53,5,2026-03-17,site,1458.86,72.94,1395.45
698,184,2025-09-01,01:47:51,enviado,cartão débito,44.17,0,,app,257.38,0.0,301.55
699,13,2025-07-27,13:08:48,concluído,pix,29.59,0,2025-07-31,site,460.24,0.0,489.83
700,330,2025-12-10,07:02:45,enviado,cartão crédito,26.64,10,,loja física,2538.59,253.86,2311.37
701,9,2026-03-01,21:51:03,cancelado,cartão crédito,2.8,10,,site,1106.65,110.66,998.79
702,414,2026-02-07,13:43:38,concluído,pix,26.1,15,2026-02-11,app,354.08000000000004,53.11,327.07
703,120,2025-10-23,02:22:44,enviado,boleto,1.84,0,,site,1144.11,0.0,1145.95
704,317,2024-09-08,06:59:26,concluído,cartão crédito,34.99,0,2024-09-23,app,2894.24,0.0,2929.23
705,464,2026-01-10,04:12:33,enviado,cartão crédito,39.61,0,,app,537.2,0.0,576.81
706,33,2026-01-09,18:30:55,processando,pix,5.31,0,,app,1376.48,0.0,1381.79
707,219,2024-11-12,01:12:10,concluído,cartão crédito,41.71,10,2024-11-16,loja física,4892.5199999999995,489.25,4444.98
708,295,2025-10-28,10:39:48,concluído,cartão débito,16.05,20,2025-11-08,app,9965.68,1993.14,7988.59
709,304,2026-05-02,02:19:03,enviado,cartão crédito,3.15,0,,loja física,175.34,0.0,178.49
710,284,2024-09-03,00:54:52,concluído,cartão crédito,12.16,5,2024-09-09,app,2532.45,126.62,2417.99
711,324,2024-10-22,05:37:20,concluído,cartão débito,38.81,0,2024-11-05,loja física,9536.69,0.0,9575.5
712,92,2026-04-04,10:42:24,concluído,boleto,35.27,5,2026-04-05,marketplace,1815.47,90.77,1759.97
713,406,2025-09-12,05:52:48,concluído,pix,34.55,0,2025-09-25,marketplace,277.34,0.0,311.89
714,123,2025-11-25,21:33:41,concluído,boleto,30.47,0,2025-12-02,app,2658.74,0.0,2689.21
715,314,2024-10-21,16:04:38,enviado,boleto,31.3,10,,marketplace,1876.1699999999998,187.62,1719.85
716,121,2024-06-08,01:02:40,concluído,cartão crédito,49.23,20,2024-06-17,marketplace,610.73,122.15,537.81
717,277,2025-08-08,18:33:40,processando,cartão débito,23.16,5,,app,788.2,39.41,771.95
718,58,2025-05-17,06:49:23,concluído,pix,34.19,20,2025-05-21,loja física,2778.87,555.77,2257.29
719,344,2026-02-15,16:26:29,concluído,boleto,2.7,0,2026-02-18,app,39.24,0.0,41.94
720,316,2025-02-03,00:42:06,concluído,pix,37.84,0,2025-02-09,site,311.13,0.0,348.97
721,91,2024-09-07,11:31:43,cancelado,cartão crédito,1.45,5,,site,240.77,12.04,230.18
722,370,2024-07-04,07:28:46,processando,cartão crédito,28.93,0,,marketplace,4378.85,0.0,4407.78
723,167,2024-09-11,23:06:07,concluído,cartão crédito,11.83,0,2024-09-13,app,12138.33,0.0,12150.16
724,38,2025-08-24,14:05:07,concluído,cartão débito,24.17,15,2025-08-28,app,2888.0,433.2,2478.97
725,233,2024-11-11,02:12:07,concluído,cartão crédito,18.64,0,2024-11-21,app,138.67,0.0,157.31
726,500,2025-10-23,19:53:55,enviado,cartão crédito,16.76,0,,site,2534.1499999999996,0.0,2550.91
727,437,2024-10-07,02:58:30,concluído,cartão débito,20.87,10,2024-10-09,app,320.18,32.02,309.03
728,310,2024-08-11,02:53:55,processando,cartão crédito,39.65,20,,app,1024.6599999999999,204.93,859.38
729,438,2025-08-14,19:29:14,concluído,cartão crédito,20.54,5,2025-08-23,app,2557.17,127.86,2449.85
730,237,2024-12-20,08:09:37,concluído,cartão crédito,36.43,10,2025-01-03,app,2230.34,223.03,2043.74
731,297,2026-03-27,05:58:42,concluído,cartão crédito,46.28,15,2026-04-03,site,1547.2,232.08,1361.4
732,21,2026-01-09,20:01:00,concluído,boleto,36.6,5,2026-01-10,loja física,147.6,7.38,176.82
733,415,2024-07-01,02:20:37,concluído,pix,40.98,0,2024-07-09,app,1489.97,0.0,1530.95
734,7,2024-08-08,15:02:55,concluído,pix,20.29,0,2024-08-21,marketplace,623.0699999999999,0.0,643.36
735,47,2024-09-08,18:41:37,concluído,cartão crédito,33.38,0,2024-09-19,loja física,1883.43,0.0,1916.81
736,383,2025-07-02,01:05:11,processando,cartão débito,48.72,0,,app,1720.57,0.0,1769.29
737,208,2025-01-21,19:41:38,processando,cartão crédito,43.49,5,,site,450.39,22.52,471.36
738,37,2025-03-13,07:02:27,processando,cartão crédito,34.47,5,,marketplace,503.45,25.17,512.75
739,358,2025-07-31,18:39:20,concluído,boleto,27.07,10,2025-08-05,site,175.34,17.53,184.88
740,172,2024-10-15,04:42:48,enviado,pix,2.74,15,,marketplace,2560.05,384.01,2178.78
741,57,2025-04-28,12:02:46,processando,cartão crédito,23.22,0,,marketplace,38.16,0.0,61.38
742,361,2025-10-28,02:46:40,concluído,cartão crédito,35.4,0,2025-11-06,marketplace,819.48,0.0,854.88
743,333,2024-06-03,23:23:35,concluído,cartão débito,46.86,5,2024-06-05,app,509.06,25.45,530.47
744,390,2024-12-13,19:08:12,enviado,cartão crédito,17.6,0,,loja física,6748.21,0.0,6765.81
745,191,2025-01-23,09:23:16,concluído,cartão crédito,24.26,5,2025-01-25,site,710.04,35.5,698.8
746,348,2024-07-09,18:23:58,concluído,pix,44.88,0,2024-07-18,marketplace,9704.19,0.0,9749.07
747,485,2025-07-12,08:55:07,enviado,pix,48.81,15,,app,308.25,46.24,310.82
748,235,2026-05-07,13:07:40,processando,cartão crédito,19.5,0,,site,1740.36,0.0,1759.86
749,58,2026-02-01,22:16:54,concluído,pix,24.77,15,2026-02-06,site,783.6,117.54,690.83
750,278,2025-01-17,19:06:40,concluído,boleto,23.65,0,2025-01-28,site,344.12,0.0,367.77
751,12,2025-10-28,21:23:09,concluído,pix,11.59,15,2025-10-30,marketplace,990.46,148.57,853.48
752,336,2025-07-23,18:11:18,concluído,cartão débito,16.28,5,2025-07-29,loja física,1312.63,65.63,1263.28
753,68,2025-05-15,11:42:48,concluído,pix,15.29,10,2025-05-25,app,2619.18,261.92,2372.55
754,395,2024-09-20,12:53:06,concluído,pix,7.4,0,2024-09-25,app,554.22,0.0,561.62
755,83,2025-08-26,03:11:23,enviado,pix,14.23,20,,app,856.41,171.28,699.36
756,22,2025-06-19,20:18:53,concluído,boleto,28.67,0,2025-06-21,marketplace,450.39,0.0,479.06
757,363,2025-11-25,19:25:44,concluído,cartão crédito,15.82,0,2025-12-04,marketplace,411.0,0.0,426.82
758,274,2025-02-01,23:20:55,concluído,cartão crédito,45.93,0,2025-02-04,loja física,424.14,0.0,470.07
759,486,2025-07-14,21:00:11,enviado,cartão débito,15.98,0,,marketplace,7306.65,0.0,7322.63
760,152,2026-05-12,08:01:35,enviado,cartão débito,14.46,15,,app,1653.6,248.04,1420.02
761,374,2025-03-04,09:44:13,enviado,boleto,22.06,5,,loja física,5206.700000000001,260.34,4968.42
