item_id,pedido_id,produto_id,quantidade,preco_unit,subtotal
850,454,9,1,4886.22,4886.22
851,455,75,5,107.38,536.9
852,456,72,1,215.38,215.38
853,456,9,2,4886.22,9772.44
854,456,13,4,195.9,783.6
855,457,7,4,2939.07,11756.28
856,457,79,4,66.15,264.6
857,458,74,2,102.75,205.5
858,458,16,4,413.4,1653.6
859,459,73,5,381.37,1906.85
860,459,80,3,113.53,340.59
861,459,8,3,180.66,541.98
862,460,3,5,762.92,3814.6
863,460,65,4,43.77,175.08
864,460,74,3,102.75,308.25
865,460,44,5,18.97,94.85
866,460,13,5,195.9,979.5
867,461,60,4,342.84,1371.36
868,462,8,5,180.66,903.3
869,462,56,5,117.4,587.0
870,463,47,1,145.99,145.99
871,464,7,4,2939.07,11756.28
872,465,68,4,19.08,76.32
873,465,31,1,180.39,180.39
874,465,79,2,66.15,132.3
875,465,76,1,9.81,9.81
876,465,51,5,3965.72,19828.6
877,466,35,1,106.43,106.43
878,467,76,2,9.81,19.62
879,467,35,5,106.43,532.15
880,468,14,2,506.49,1012.98
881,469,2,3,159.24,477.72
882,469,36,3,142.92,428.76
883,469,17,2,288.0,576.0
884,470,47,3,145.99,437.97
885,470,72,3,215.38,646.14
886,471,66,1,605.81,605.81
887,471,46,5,113.28,566.4
888,472,30,2,1115.17,2230.34
889,473,23,2,419.81,839.62
890,474,47,2,145.99,291.98
891,475,72,2,215.38,430.76
892,476,42,1,80.53,80.53
893,477,52,3,204.26,612.78
894,478,37,3,368.6,1105.8
895,478,56,3,117.4,352.2
896,478,67,1,62.15,62.15
897,478,33,1,119.54,119.54
898,479,58,2,580.12,1160.24
899,479,76,3,9.81,29.43
900,480,25,1,383.92,383.92
901,481,34,4,150.04,600.16
902,482,76,5,9.81,49.05
903,482,52,5,204.26,1021.3
904,483,25,2,383.92,767.84
905,484,71,2,1883.43,3766.86
906,484,75,2,107.38,214.76
907,485,37,3,368.6,1105.8
908,485,9,2,4886.22,9772.44
909,485,20,4,65.78,263.12
910,486,4,5,200.21,1001.05
911,486,66,4,605.81,2423.24
912,486,28,2,572.84,1145.68
913,486,41,1,175.34,175.34
914,487,57,1,309.44,309.44
915,487,72,3,215.38,646.14
916,487,56,5,117.4,587.0
917,488,42,5,80.53,402.65
918,488,34,2,150.04,300.08
919,489,17,3,288.0,864.0
920,490,9,1,4886.22,4886.22
921,490,69,2,852.39,1704.78
922,490,14,5,506.49,2532.45
923,491,9,3,4886.22,14658.66
924,492,8,4,180.66,722.64
925,492,59,3,309.22,927.66
926,492,56,5,117.4,587.0
927,493,73,2,381.37,762.74
928,493,31,1,180.39,180.39
929,494,49,2,804.66,1609.32
930,495,14,4,506.49,2025.96
931,495,65,2,43.77,87.54
932,495,61,1,1408.26,1408.26
933,495,11,4,28.03,112.12
934,496,31,5,180.39,901.95
935,496,38,3,313.65,940.95
936,497,22,1,73.8,73.8
937,498,48,4,265.86,1063.44
938,498,43,2,240.77,481.54
939,498,63,5,181.06,905.3
940,498,77,3,149.55,448.65
941,499,59,5,309.22,1546.1
942,499,61,2,1408.26,2816.52
943,500,29,3,56.79,170.37
944,500,35,5,106.43,532.15
945,500,51,1,3965.72,3965.72
946,500,60,5,342.84,1714.2
947,501,6,4,45.27,181.08
948,502,32,2,112.33,224.66
949,503,24,3,33.34,100.02
950,504,73,4,381.37,1525.48
951,505,46,4,113.28,453.12
952,506,5,3,169.65,508.95
953,506,39,4,130.63,522.52
954,506,41,3,175.34,526.02
955,507,76,5,9.81,49.05
956,508,4,4,200.21,800.84
957,508,40,3,875.77,2627.31
958,509,45,2,344.12,688.24
959,510,52,5,204.26,1021.3
960,510,44,4,18.97,75.88
961,511,40,2,875.77,1751.54
962,512,39,5,130.63,653.15
963,513,43,5,240.77,1203.85
964,513,21,3,139.98,419.94
965,514,7,2,2939.07,5878.14
966,515,14,2,506.49,1012.98
967,516,65,1,43.77,43.77
968,517,67,2,62.15,124.3
969,518,27,3,146.85,440.55
970,518,57,1,309.44,309.44
971,518,35,3,106.43,319.29
972,519,69,2,852.39,1704.78
973,520,31,2,180.39,360.78
974,520,41,1,175.34,175.34
975,521,34,1,150.04,150.04
976,521,16,3,413.4,1240.2
977,522,66,1,605.81,605.81
978,523,75,4,107.38,429.52
979,523,39,4,130.63,522.52
980,524,51,4,3965.72,15862.88
981,524,32,2,112.33,224.66
982,524,21,3,139.98,419.94
983,524,46,4,113.28,453.12
984,525,41,2,175.34,350.68
985,525,66,3,605.81,1817.43
986,526,1,3,212.07,636.21
987,526,20,2,65.78,131.56
988,527,9,1,4886.22,4886.22
989,528,9,2,4886.22,9772.44
990,528,78,3,2851.02,8553.06
991,529,73,3,381.37,1144.11
992,529,9,5,4886.22,24431.1
993,530,45,5,344.12,1720.6
994,530,22,2,73.8,147.6
995,530,78,1,2851.02,2851.02
996,531,34,5,150.04,750.2
997,532,31,1,180.39,180.39
998,532,4,4,200.21,800.84
999,533,70,4,150.13,600.52
1000,533,18,5,146.84,734.2
1001,534,10,2,236.68,473.36
1002,535,75,2,107.38,214.76
1003,535,78,5,2851.02,14255.1
1004,535,12,5,3234.73,16173.65
1005,536,61,4,1408.26,5633.04
1006,536,21,3,139.98,419.94
1007,536,62,1,269.1,269.1
1008,536,54,3,100.69,302.07
1009,536,78,5,2851.02,14255.1
1010,537,55,2,537.2,1074.4
1011,537,49,3,804.66,2413.98
1012,537,21,4,139.98,559.92
1013,537,25,5,383.92,1919.6
1014,538,34,4,150.04,600.16
1015,538,39,3,130.63,391.89
1016,539,52,5,204.26,1021.3
1017,540,35,5,106.43,532.15
1018,541,80,3,113.53,340.59
1019,541,55,5,537.2,2686.0
1020,541,57,5,309.44,1547.2
1021,542,71,5,1883.43,9417.15
1022,543,3,3,762.92,2288.76
1023,544,46,4,113.28,453.12
1024,544,55,2,537.2,1074.4
1025,545,47,2,145.99,291.98
1026,546,12,5,3234.73,16173.65
1027,547,42,4,80.53,322.12
1028,548,29,5,56.79,283.95
1029,549,49,3,804.66,2413.98
1030,549,3,3,762.92,2288.76
1031,549,18,2,146.84,293.68
1032,550,5,3,169.65,508.95
1033,550,78,3,2851.02,8553.06
1034,550,46,1,113.28,113.28
1035,551,52,4,204.26,817.04
1036,551,33,2,119.54,239.08
1037,551,71,5,1883.43,9417.15
1038,552,2,2,159.24,318.48
1039,553,14,1,506.49,506.49
1040,553,42,1,80.53,80.53
1041,553,3,5,762.92,3814.6
1042,554,75,4,107.38,429.52
1043,555,79,3,66.15,198.45
1044,556,40,5,875.77,4378.85
1045,557,31,5,180.39,901.95
1046,558,78,2,2851.02,5702.04
1047,558,45,1,344.12,344.12
1048,558,47,1,145.99,145.99
1049,559,67,2,62.15,124.3
1050,559,51,2,3965.72,7931.44
1051,559,48,2,265.86,531.72
1052,560,80,1,113.53,113.53
1053,560,4,3,200.21,600.63
1054,560,53,5,477.39,2386.95
1055,560,49,5,804.66,4023.3
1056,561,9,1,4886.22,4886.22
1057,562,44,5,18.97,94.85
1058,562,76,4,9.81,39.24
1059,562,48,4,265.86,1063.44
1060,563,53,4,477.39,1909.56
1061,564,60,4,342.84,1371.36
1062,565,50,3,138.67,416.01
1063,566,15,3,559.13,1677.39
1064,566,74,1,102.75,102.75
1065,566,79,5,66.15,330.75
1066,566,31,3,180.39,541.17
1067,567,63,2,181.06,362.12
1068,568,15,3,559.13,1677.39
1069,569,42,1,80.53,80.53
1070,569,5,2,169.65,339.3
1071,570,5,1,169.65,169.65
1072,570,38,1,313.65,313.65
1073,571,16,2,413.4,826.8
1074,571,56,3,117.4,352.2
1075,572,68,5,19.08,95.4
1076,572,57,5,309.44,1547.2
1077,572,34,2,150.04,300.08
1078,573,68,3,19.08,57.24
1079,574,70,1,150.13,150.13
1080,574,58,1,580.12,580.12
1081,574,26,5,184.74,923.7
1082,575,79,1,66.15,66.15
1083,576,60,4,342.84,1371.36
1084,576,34,1,150.04,150.04
1085,577,15,2,559.13,1118.26
1086,577,44,4,18.97,75.88
1087,577,61,4,1408.26,5633.04
1088,577,69,1,852.39,852.39
1089,578,60,3,342.84,1028.52
1090,579,73,4,381.37,1525.48
1091,580,41,1,175.34,175.34
1092,580,16,4,413.4,1653.6
1093,580,48,4,265.86,1063.44
1094,581,64,4,66.81,267.24
1095,581,80,3,113.53,340.59
1096,581,65,2,43.77,87.54
1097,582,1,3,212.07,636.21
1098,582,75,1,107.38,107.38
1099,583,19,3,77.01,231.03
1100,584,18,2,146.84,293.68
1101,585,58,4,580.12,2320.48
1102,586,49,4,804.66,3218.64
1103,587,5,2,169.65,339.3
1104,587,9,1,4886.22,4886.22
1105,588,60,2,342.84,685.68
1106,589,2,1,159.24,159.24
1107,589,14,1,506.49,506.49
1108,589,20,5,65.78,328.9
1109,590,22,1,73.8,73.8
1110,591,25,3,383.92,1151.76
1111,591,49,2,804.66,1609.32
1112,591,64,2,66.81,133.62
1113,591,50,1,138.67,138.67
1114,592,13,3,195.9,587.7
1115,593,33,3,119.54,358.62
1116,593,36,1,142.92,142.92
1117,593,65,2,43.77,87.54
1118,594,16,4,413.4,1653.6
1119,594,77,4,149.55,598.2
1120,595,34,4,150.04,600.16
1121,595,71,5,1883.43,9417.15
1122,596,27,4,146.85,587.4
1123,597,57,1,309.44,309.44
1124,597,21,4,139.98,559.92
1125,597,33,2,119.54,239.08
1126,598,65,5,43.77,218.85
1127,598,67,3,62.15,186.45
1128,598,45,2,344.12,688.24
1129,599,10,1,236.68,236.68
1130,599,37,3,368.6,1105.8
1131,600,9,1,4886.22,4886.22
1132,600,27,4,146.85,587.4
1133,600,55,3,537.2,1611.6
1134,601,8,1,180.66,180.66
1135,601,34,5,150.04,750.2
1136,601,64,5,66.81,334.05
1137,602,43,1,240.77,240.77
1138,603,71,4,1883.43,7533.72
1139,603,47,5,145.99,729.95
1140,603,45,5,344.12,1720.6
1141,604,26,2,184.74,369.48
1142,604,79,3,66.15,198.45
1143,605,70,1,150.13,150.13
1144,605,18,2,146.84,293.68
1145,606,31,2,180.39,360.78
1146,607,48,3,265.86,797.58
1147,608,55,1,537.2,537.2
1148,608,53,4,477.39,1909.56
1149,608,26,2,184.74,369.48
1150,609,39,3,130.63,391.89
1151,610,64,3,66.81,200.43
1152,611,62,5,269.1,1345.5
1153,611,27,4,146.85,587.4
1154,611,15,5,559.13,2795.65
1155,612,8,5,180.66,903.3
1156,613,8,1,180.66,180.66
1157,613,62,2,269.1,538.2
1158,613,17,3,288.0,864.0
1159,614,46,5,113.28,566.4
1160,614,32,3,112.33,336.99
1161,614,18,2,146.84,293.68
1162,615,30,2,1115.17,2230.34
1163,616,12,5,3234.73,16173.65
1164,617,66,4,605.81,2423.24
1165,618,30,5,1115.17,5575.85
1166,619,7,3,2939.07,8817.21
1167,620,46,1,113.28,113.28
1168,621,55,1,537.2,537.2
1169,621,78,5,2851.02,14255.1
1170,621,35,3,106.43,319.29
1171,621,45,2,344.12,688.24
1172,621,49,5,804.66,4023.3
1173,622,16,3,413.4,1240.2
1174,622,70,4,150.13,600.52
1175,622,29,3,56.79,170.37
1176,623,19,4,77.01,308.04
1177,624,2,2,159.24,318.48
1178,624,77,3,149.55,448.65
1179,625,59,5,309.22,1546.1
1180,625,61,1,1408.26,1408.26
1181,625,32,1,112.33,112.33
1182,626,65,2,43.77,87.54
1183,626,42,4,80.53,322.12
1184,627,46,3,113.28,339.84
1185,627,5,4,169.65,678.6
1186,628,49,4,804.66,3218.64
1187,629,25,4,383.92,1535.68
1188,629,53,1,477.39,477.39
1189,629,71,3,1883.43,5650.29
1190,630,36,5,142.92,714.6
1191,631,27,5,146.85,734.25
1192,631,37,3,368.6,1105.8
1193,631,7,3,2939.07,8817.21
1194,631,29,2,56.79,113.58
1195,632,24,4,33.34,133.36
1196,632,13,4,195.9,783.6
1197,633,14,4,506.49,2025.96
1198,634,63,3,181.06,543.18
1199,634,6,4,45.27,181.08
1200,634,48,3,265.86,797.58
1201,635,6,4,45.27,181.08
1202,635,44,2,18.97,37.94
1203,635,10,4,236.68,946.72
1204,636,52,4,204.26,817.04
1205,636,30,5,1115.17,5575.85
1206,636,75,1,107.38,107.38
1207,637,40,3,875.77,2627.31
1208,638,17,1,288.0,288.0
1209,638,27,5,146.85,734.25
1210,638,24,3,33.34,100.02
1211,639,23,5,419.81,2099.05
1212,639,15,5,559.13,2795.65
1213,639,79,1,66.15,66.15
1214,640,65,2,43.77,87.54
1215,640,51,4,3965.72,15862.88
1216,640,11,4,28.03,112.12
1217,640,71,2,1883.43,3766.86
1218,641,36,1,142.92,142.92
1219,641,1,1,212.07,212.07
1220,642,69,3,852.39,2557.17
1221,642,21,3,139.98,419.94
1222,642,25,1,383.92,383.92
1223,643,66,5,605.81,3029.05
1224,643,20,4,65.78,263.12
1225,644,69,2,852.39,1704.78
1226,645,78,4,2851.02,11404.08
1227,646,71,1,1883.43,1883.43
1228,647,13,2,195.9,391.8
1229,648,42,4,80.53,322.12
1230,649,45,2,344.12,688.24
1231,649,43,2,240.77,481.54
1232,650,68,4,19.08,76.32
1233,651,1,2,212.07,424.14
1234,651,21,1,139.98,139.98
1235,652,73,4,381.37,1525.48
1236,652,26,1,184.74,184.74
1237,652,80,5,113.53,567.65
1238,653,78,2,2851.02,5702.04
1239,653,60,2,342.84,685.68
1240,653,4,4,200.21,800.84
1241,653,13,4,195.9,783.6
1242,654,1,4,212.07,848.28
1243,654,35,5,106.43,532.15
1244,654,56,3,117.4,352.2
1245,655,9,5,4886.22,24431.1
1246,655,68,1,19.08,19.08
1247,655,61,5,1408.26,7041.3
1248,656,23,5,419.81,2099.05
1249,656,5,4,169.65,678.6
1250,657,27,5,146.85,734.25
1251,658,17,5,288.0,1440.0
1252,658,19,1,77.01,77.01
1253,658,41,4,175.34,701.36
1254,659,14,2,506.49,1012.98
1255,659,35,5,106.43,532.15
1256,660,41,3,175.34,526.02
1257,661,7,2,2939.07,5878.14
1258,661,36,5,142.92,714.6
1259,662,46,5,113.28,566.4
1260,662,52,4,204.26,817.04
1261,663,47,1,145.99,145.99
1262,663,78,3,2851.02,8553.06
1263,663,74,3,102.75,308.25
1264,663,31,1,180.39,180.39
1265,663,27,3,146.85,440.55
1266,664,33,2,119.54,239.08
1267,664,63,1,181.06,181.06
1268,665,48,1,265.86,265.86
1269,665,62,3,269.1,807.3
1270,666,60,5,342.84,1714.2
1271,666,8,4,180.66,722.64
1272,667,58,1,580.12,580.12
1273,667,5,5,169.65,848.25
1274,667,28,4,572.84,2291.36
1275,668,61,4,1408.26,5633.04
1276,668,74,1,102.75,102.75
1277,669,18,2,146.84,293.68
1278,670,70,1,150.13,150.13
1279,671,2,4,159.24,636.96
1280,671,10,2,236.68,473.36
1281,671,47,5,145.99,729.95
1282,672,64,1,66.81,66.81
1283,672,74,4,102.75,411.0
1284,672,45,2,344.12,688.24
1285,672,3,5,762.92,3814.6
1286,673,58,5,580.12,2900.6
1287,673,74,5,102.75,513.75
1288,674,5,5,169.65,848.25
1289,675,45,2,344.12,688.24
1290,675,10,4,236.68,946.72
1291,675,29,1,56.79,56.79
1292,676,20,4,65.78,263.12
1293,676,36,3,142.92,428.76
1294,677,63,2,181.06,362.12
1295,677,15,2,559.13,1118.26
1296,677,41,4,175.34,701.36
1297,677,3,1,762.92,762.92
1298,678,69,1,852.39,852.39
1299,678,26,5,184.74,923.7
1300,679,59,3,309.22,927.66
1301,680,51,2,3965.72,7931.44
1302,680,41,4,175.34,701.36
1303,681,51,2,3965.72,7931.44
1304,681,73,1,381.37,381.37
1305,682,22,5,73.8,369.0
1306,683,52,2,204.26,408.52
1307,683,27,1,146.85,146.85
1308,684,36,2,142.92,285.84
1309,684,60,3,342.84,1028.52
1310,685,73,5,381.37,1906.85
1311,686,60,1,342.84,342.84
1312,686,29,3,56.79,170.37
1313,687,53,5,477.39,2386.95
1314,688,3,4,762.92,3051.68
1315,688,12,4,3234.73,12938.92
1316,689,22,4,73.8,295.2
1317,690,52,1,204.26,204.26
1318,690,2,5,159.24,796.2
1319,691,72,5,215.38,1076.9
1320,692,79,1,66.15,66.15
1321,693,70,5,150.13,750.65
1322,694,38,3,313.65,940.95
1323,694,60,2,342.84,685.68
1324,695,75,5,107.38,536.9
1325,695,40,3,875.77,2627.31
1326,696,80,2,113.53,227.06
1327,696,54,1,100.69,100.69
1328,697,52,1,204.26,204.26
1329,697,38,4,313.65,1254.6
1330,698,63,1,181.06,181.06
1331,698,68,4,19.08,76.32
1332,699,25,1,383.92,383.92
1333,699,68,4,19.08,76.32
1334,700,74,3,102.75,308.25
1335,700,30,2,1115.17,2230.34
1336,701,5,3,169.65,508.95
1337,701,33,5,119.54,597.7
1338,702,56,1,117.4,117.4
1339,702,10,1,236.68,236.68
1340,703,73,3,381.37,1144.11
1341,704,41,5,175.34,876.7
1342,704,45,2,344.12,688.24
1343,704,48,5,265.86,1329.3
1344,705,55,1,537.2,537.2
1345,706,45,4,344.12,1376.48
1346,707,60,1,342.84,342.84
1347,707,47,4,145.99,583.96
1348,707,51,1,3965.72,3965.72
1349,708,15,2,559.13,1118.26
1350,708,6,4,45.27,181.08
1351,708,78,3,2851.02,8553.06
1352,708,46,1,113.28,113.28
1353,709,41,1,175.34,175.34
1354,710,14,5,506.49,2532.45
1355,711,33,1,119.54,119.54
1356,711,71,5,1883.43,9417.15
1357,712,69,1,852.39,852.39
1358,712,43,4,240.77,963.08
1359,713,50,2,138.67,277.34
1360,714,13,5,195.9,979.5
1361,714,23,4,419.81,1679.24
1362,715,58,3,580.12,1740.36
1363,715,6,3,45.27,135.81
1364,716,79,3,66.15,198.45
1365,716,1,1,212.07,212.07
1366,716,4,1,200.21,200.21
1367,717,50,5,138.67,693.35
1368,717,44,5,18.97,94.85
1369,718,28,3,572.84,1718.52
1370,718,1,5,212.07,1060.35
1371,719,76,4,9.81,39.24
1372,720,6,1,45.27,45.27
1373,720,48,1,265.86,265.86
1374,721,43,1,240.77,240.77
1375,722,40,5,875.77,4378.85
1376,723,27,5,146.85,734.25
1377,723,78,4,2851.02,11404.08
1378,724,26,2,184.74,369.48
1379,724,29,4,56.79,227.16
1380,724,28,4,572.84,2291.36
1381,725,50,1,138.67,138.67
1382,726,73,5,381.37,1906.85
1383,726,38,2,313.65,627.3
1384,727,42,2,80.53,161.06
1385,727,11,5,28.03,140.15
1386,727,44,1,18.97,18.97
1387,728,1,2,212.07,424.14
1388,728,70,4,150.13,600.52
1389,729,69,3,852.39,2557.17
1390,730,30,2,1115.17,2230.34
1391,731,57,5,309.44,1547.2
1392,732,22,2,73.8,147.6
1393,733,57,3,309.44,928.32
1394,733,32,5,112.33,561.65
1395,734,74,4,102.75,411.0
1396,734,1,1,212.07,212.07
1397,735,71,1,1883.43,1883.43
1398,736,5,3,169.65,508.95
1399,736,66,2,605.81,1211.62
1400,737,70,3,150.13,450.39
1401,738,54,5,100.69,503.45
1402,739,41,1,175.34,175.34
1403,740,23,2,419.81,839.62
1404,740,52,2,204.26,408.52
1405,740,72,4,215.38,861.52
1406,740,70,3,150.13,450.39
1407,741,68,2,19.08,38.16
1408,742,4,3,200.21,600.63
1409,742,65,5,43.77,218.85
1410,743,72,1,215.38,215.38
1411,743,18,2,146.84,293.68
1412,744,61,4,1408.26,5633.04
1413,744,30,1,1115.17,1115.17
1414,745,10,3,236.68,710.04
1415,746,12,3,3234.73,9704.19
1416,747,74,3,102.75,308.25
1417,748,58,3,580.12,1740.36
1418,749,13,4,195.9,783.6
1419,750,45,1,344.12,344.12
1420,751,54,4,100.69,402.76
1421,751,13,3,195.9,587.7
1422,752,62,3,269.1,807.3
1423,752,80,1,113.53,113.53
1424,752,13,2,195.9,391.8
1425,753,52,3,204.26,612.78
1426,753,46,5,113.28,566.4
1427,753,17,5,288.0,1440.0
1428,754,26,3,184.74,554.22
1429,755,64,5,66.81,334.05
1430,755,22,4,73.8,295.2
1431,755,29,4,56.79,227.16
1432,756,70,3,150.13,450.39
1433,757,74,4,102.75,411.0
1434,758,1,2,212.07,424.14
1435,759,32,2,112.33,224.66
1436,759,59,4,309.22,1236.88
1437,759,1,1,212.07,212.07
1438,759,61,4,1408.26,5633.04
1439,760,16,4,413.4,1653.6
1440,761,10,5,236.68,1183.4
1441,761,49,5,804.66,4023.3
1442,762,59,5,309.22,1546.1
1443,763,25,3,383.92,1151.76
1444,764,5,5,169.65,848.25
1445,764,57,4,309.44,1237.76
1446,765,27,2,146.85,293.7
1447,765,6,2,45.27,90.54
1448,765,10,1,236.68,236.68
1449,765,35,3,106.43,319.29
1450,766,4,5,200.21,1001.05
1451,767,50,2,138.67,277.34
1452,768,50,5,138.67,693.35
1453,768,38,5,313.65,1568.25
1454,768,52,2,204.26,408.52
1455,768,13,1,195.9,195.9
1456,769,77,4,149.55,598.2
1457,770,18,4,146.84,587.36
1458,771,1,5,212.07,1060.35
1459,771,14,5,506.49,2532.45
1460,771,5,4,169.65,678.6
1461,771,54,2,100.69,201.38
1462,772,59,3,309.22,927.66
1463,773,80,5,113.53,567.65
1464,774,36,5,142.92,714.6
1465,774,57,2,309.44,618.88
1466,774,42,5,80.53,402.65
1467,774,1,5,212.07,1060.35
1468,775,79,5,66.15,330.75
1469,775,57,2,309.44,618.88
1470,775,21,2,139.98,279.96
1471,776,18,5,146.84,734.2
1472,777,58,4,580.12,2320.48
1473,777,67,5,62.15,310.75
1474,778,71,4,1883.43,7533.72
1475,778,12,4,3234.73,12938.92
1476,779,59,3,309.22,927.66
1477,779,75,4,107.38,429.52
1478,780,29,1,56.79,56.79
1479,781,53,5,477.39,2386.95
1480,782,71,5,1883.43,9417.15
1481,783,63,3,181.06,543.18
1482,783,60,5,342.84,1714.2
1483,783,15,2,559.13,1118.26
1484,783,80,1,113.53,113.53
1485,784,1,5,212.07,1060.35
1486,785,30,2,1115.17,2230.34
1487,785,78,5,2851.02,14255.1
1488,786,3,2,762.92,1525.84
1489,787,25,1,383.92,383.92
1490,788,59,1,309.22,309.22
1491,789,25,1,383.92,383.92
1492,790,78,4,2851.02,11404.08
1493,790,3,4,762.92,3051.68
1494,791,27,5,146.85,734.25
1495,792,19,1,77.01,77.01
1496,792,79,3,66.15,198.45
1497,793,20,2,65.78,131.56
1498,793,35,1,106.43,106.43
1499,794,24,5,33.34,166.7
1500,794,78,1,2851.02,2851.02
1501,794,74,2,102.75,205.5
1502,795,56,1,117.4,117.4
1503,796,15,5,559.13,2795.65
1504,797,33,2,119.54,239.08
1505,797,47,5,145.99,729.95
1506,798,14,1,506.49,506.49
1507,798,26,5,184.74,923.7
1508,799,26,4,184.74,738.96
1509,799,28,3,572.84,1718.52
1510,800,13,4,195.9,783.6
1511,800,28,3,572.84,1718.52
1512,800,58,2,580.12,1160.24
1513,801,49,2,804.66,1609.32
1514,801,44,3,18.97,56.91
1515,802,47,3,145.99,437.97
1516,802,60,5,342.84,1714.2
1517,802,37,2,368.6,737.2
1518,802,38,1,313.65,313.65
1519,803,48,2,265.86,531.72
1520,803,9,3,4886.22,14658.66
1521,804,50,1,138.67,138.67
1522,804,45,5,344.12,1720.6
1523,804,13,4,195.9,783.6
1524,805,14,4,506.49,2025.96
1525,805,35,5,106.43,532.15
1526,805,34,1,150.04,150.04
1527,805,51,5,3965.72,19828.6
1528,805,47,3,145.99,437.97
1529,806,33,5,119.54,597.7
1530,806,51,4,3965.72,15862.88
1531,807,50,5,138.67,693.35
1532,808,43,5,240.77,1203.85
1533,808,50,1,138.67,138.67
1534,808,55,3,537.2,1611.6
1535,808,74,4,102.75,411.0
1536,809,73,1,381.37,381.37
1537,809,21,1,139.98,139.98
1538,810,25,3,383.92,1151.76
1539,810,74,2,102.75,205.5
1540,811,28,1,572.84,572.84
1541,811,51,4,3965.72,15862.88
1542,812,53,4,477.39,1909.56
1543,812,15,1,559.13,559.13
1544,813,33,4,119.54,478.16
1545,813,1,5,212.07,1060.35
1546,813,74,3,102.75,308.25
1547,813,49,4,804.66,3218.64
1548,814,17,3,288.0,864.0
1549,815,1,1,212.07,212.07
1550,815,69,3,852.39,2557.17
1551,815,13,2,195.9,391.8
1552,816,52,3,204.26,612.78
1553,816,13,4,195.9,783.6
1554,816,50,3,138.67,416.01
1555,817,55,2,537.2,1074.4
1556,818,79,1,66.15,66.15
1557,819,13,4,195.9,783.6
1558,819,30,5,1115.17,5575.85
1559,820,54,4,100.69,402.76
1560,821,56,1,117.4,117.4
1561,822,42,4,80.53,322.12
1562,822,12,2,3234.73,6469.46
1563,823,22,1,73.8,73.8
1564,823,54,4,100.69,402.76
1565,824,60,3,342.84,1028.52
1566,824,46,1,113.28,113.28
1567,824,17,2,288.0,576.0
1568,824,72,4,215.38,861.52
1569,824,68,1,19.08,19.08
1570,825,42,2,80.53,161.06
1571,825,66,1,605.81,605.81
1572,825,72,2,215.38,430.76
1573,826,34,5,150.04,750.2
1574,826,64,5,66.81,334.05
1575,827,59,1,309.22,309.22
1576,827,76,5,9.81,49.05
1577,828,28,4,572.84,2291.36
1578,829,47,4,145.99,583.96
1579,830,65,3,43.77,131.31
1580,831,56,3,117.4,352.2
1581,831,25,3,383.92,1151.76
1582,832,59,4,309.22,1236.88
1583,833,39,5,130.63,653.15
1584,834,36,3,142.92,428.76
1585,835,53,1,477.39,477.39
1586,835,56,4,117.4,469.6
1587,836,13,5,195.9,979.5
1588,836,8,4,180.66,722.64
1589,837,47,2,145.99,291.98
1590,837,46,3,113.28,339.84
1591,837,79,1,66.15,66.15
1592,838,68,1,19.08,19.08
1593,838,79,4,66.15,264.6
1594,838,50,4,138.67,554.68
1595,838,1,3,212.07,636.21
1596,839,41,5,175.34,876.7
1597,840,57,4,309.44,1237.76
1598,841,30,5,1115.17,5575.85
1599,841,12,3,3234.73,9704.19
1600,842,56,2,117.4,234.8
1601,843,43,2,240.77,481.54
1602,843,73,5,381.37,1906.85
1603,843,30,5,1115.17,5575.85
1604,843,14,3,506.49,1519.47
1605,844,50,3,138.67,416.01
1606,845,68,3,19.08,57.24
1607,846,37,1,368.6,368.6
1608,847,67,3,62.15,186.45
1609,847,1,5,212.07,1060.35
1610,848,62,3,269.1,807.3
1611,849,56,1,117.4,117.4
1612,849,64,1,66.81,66.81
1613,850,15,4,559.13,2236.52
1614,851,36,5,142.92,714.6
1615,852,66,3,605.81,1817.43
1616,853,42,1,80.53,80.53
1617,854,10,1,236.68,236.68
1618,854,26,4,184.74,738.96
1619,854,18,4,146.84,587.36
1620,854,67,1,62.15,62.15
1621,855,19,1,77.01,77.01
1622,856,25,1,383.92,383.92
1623,856,23,3,419.81,1259.43
1624,857,29,3,56.79,170.37
1625,858,40,3,875.77,2627.31
1626,859,74,2,102.75,205.5
1627,859,24,5,33.34,166.7
1628,859,22,5,73.8,369.0
1629,859,79,2,66.15,132.3
1630,859,18,2,146.84,293.68
1631,860,64,5,66.81,334.05
1632,861,12,2,3234.73,6469.46
1633,862,29,4,56.79,227.16
1634,862,46,2,113.28,226.56
1635,863,64,1,66.81,66.81
1636,863,36,2,142.92,285.84
1637,863,57,5,309.44,1547.2
1638,864,35,5,106.43,532.15
1639,865,61,3,1408.26,4224.78
1640,865,65,1,43.77,43.77
1641,866,35,5,106.43,532.15
1642,866,66,5,605.81,3029.05
1643,867,47,4,145.99,583.96
1644,868,50,5,138.67,693.35
1645,869,9,1,4886.22,4886.22
1646,869,39,4,130.63,522.52
1647,870,52,4,204.26,817.04
1648,871,44,2,18.97,37.94
1649,871,77,2,149.55,299.1
1650,872,67,3,62.15,186.45
1651,872,49,4,804.66,3218.64
1652,873,50,1,138.67,138.67
1653,874,56,5,117.4,587.0
1654,874,29,4,56.79,227.16
1655,874,61,3,1408.26,4224.78
1656,874,1,3,212.07,636.21
1657,875,38,5,313.65,1568.25
1658,875,68,5,19.08,95.4
1659,875,7,1,2939.07,2939.07
